id,price,address,bed,bath,type
877,2900,2,2,2,Apartment
878,3900,2,3,2,Apartment
879,3150,2,2,2,Apartment
880,3572,2,2,2,Apartment
881,4000,2,2,2,Apartment
882,2050,15,2,2,House
883,2350,15,3,3,House
884,2500,15,4,3,House
885,1750,8,1,1,Apartment
886,2450,2,1,1,Apartment
887,1750,18,1,2,Apartment
888,2150,18,2,2,Apartment
889,3250,5,3,2,House
890,2000,6.5,1,1,Apartment
891,2325,6.5,2,2,Apartment
892,3000,6.5,3,2,Apartment
893,1900,18,1,1,Apartment
894,2450,18,2,2,Apartment
895,3000,2,2,2,Apartment
896,6000,2,3,3,Apartment
897,3200,18,3,2,Apartment
898,2150,6,1,1,Apartment
899,2700,6,2,2,Apartment
900,2050,8,1,1,Apartment
901,3650,2,2,2,Apartment
902,3750,2,2,2,Apartment
903,2750,19,2,2,Apartment
904,3300,2,2,2,Apartment
905,4200,2,2,2,Apartment
906,4230,2,3,2,Apartment
907,2500,1,1,1,Apartment
908,3245,1,2,2,Apartment
909,3575,1,2,2,Apartment
910,2000,19,1,1,Apartment
911,2335,19,2,2,Apartment
912,2850,19,3,2,Apartment
913,1900,9,1,1,Apartment
914,2250,9,2,2,Apartment
915,3045,9,3,3,Apartment
916,2000,6,1,1,Apartment
917,2400,6,2,2,Apartment
918,3200,6,3,2,Apartment
919,3150,2,2,2,Apartment
920,3572,2,2,2,Apartment
921,4000,2,2,2,Apartment
922,2450,2,1,1,Apartment
923,2900,2,2,2,Apartment
924,3900,2,3,2,Apartment
925,2050,15,2,2,House
926,2350,15,3,3,House
927,2500,15,4,3,House
928,1750,8,1,1,Apartment
929,2450,2,1,1,Apartment
930,1750,18,1,2,Apartment
931,2150,18,2,2,Apartment
932,3250,5,3,2,House
933,2000,6.5,1,1,Apartment
934,2325,6.5,2,2,Apartment
935,3000,6.5,3,2,Apartment
936,1900,18,1,1,Apartment
937,2450,18,2,2,Apartment
938,3000,2,2,2,Apartment
939,6000,2,3,3,Apartment
940,3200,18,3,2,Apartment
941,2150,6,1,1,Apartment
942,2700,6,2,2,Apartment
943,2050,8,1,1,Apartment
944,3650,2,2,2,Apartment
945,3750,2,2,2,Apartment
946,2750,19,2,2,Apartment
947,3300,2,2,2,Apartment
948,4200,2,2,2,Apartment
949,4230,2,3,2,Apartment
950,2500,1,1,1,Apartment
951,3245,1,2,2,Apartment
952,3575,1,2,2,Apartment
953,2000,19,1,1,Apartment
954,2335,19,2,2,Apartment
955,2850,19,3,2,Apartment
956,1900,9,1,1,Apartment
957,2250,9,2,2,Apartment
958,3045,9,3,3,Apartment
959,2000,6,1,1,Apartment
960,2400,6,2,2,Apartment
961,3200,6,3,2,Apartment
962,2450,2,1,1,Apartment
963,2900,2,2,2,Apartment
964,3900,2,3,2,Apartment
965,3150,2,2,2,Apartment
966,3572,2,2,2,Apartment
967,4000,2,2,2,Apartment
968,2050,15,2,2,House
969,2350,15,3,3,House
970,2500,15,4,3,House
971,1750,8,1,1,Apartment
972,2450,2,1,1,Apartment
973,1750,18,1,2,Apartment
974,2150,18,2,2,Apartment
975,3250,5,3,2,House
976,2000,6.5,1,1,Apartment
977,2325,6.5,2,2,Apartment
978,3000,6.5,3,2,Apartment
979,1900,18,1,1,Apartment
980,2450,18,2,2,Apartment
981,3000,2,2,2,Apartment
982,6000,2,3,3,Apartment
983,3200,18,3,2,Apartment
984,2150,6,1,1,Apartment
985,2700,6,2,2,Apartment
986,2050,8,1,1,Apartment
987,3650,2,2,2,Apartment
988,3750,2,2,2,Apartment
989,2750,19,2,2,Apartment
990,3300,2,2,2,Apartment
991,4200,2,2,2,Apartment
992,4230,2,3,2,Apartment
993,2500,1,1,1,Apartment
994,3245,1,2,2,Apartment
995,3575,1,2,2,Apartment
996,2000,19,1,1,Apartment
997,2335,19,2,2,Apartment
998,2850,19,3,2,Apartment
999,1900,9,1,1,Apartment
1000,2250,9,2,2,Apartment
1001,3045,9,3,3,Apartment
1002,2000,6,1,1,Apartment
1003,2400,6,2,2,Apartment
1004,3200,6,3,2,Apartment
1005,3150,2,2,2,Apartment
1006,3572,2,2,2,Apartment
1007,4000,2,2,2,Apartment
1008,2450,2,1,1,Apartment
1009,2900,2,2,2,Apartment
1010,3900,2,3,2,Apartment
1011,2050,15,2,2,House
1012,2350,15,3,3,House
1013,2500,15,4,3,House
1014,1750,8,1,1,Apartment
1015,2450,2,1,1,Apartment
1016,1750,18,1,2,Apartment
1017,2150,18,2,2,Apartment
1018,3250,5,3,2,House
1019,2000,6.5,1,1,Apartment
1020,2325,6.5,2,2,Apartment
1021,3000,6.5,3,2,Apartment
1022,1900,18,1,1,Apartment
1023,2450,18,2,2,Apartment
1024,3000,2,2,2,Apartment
1025,6000,2,3,3,Apartment
1026,3200,18,3,2,Apartment
1027,2150,6,1,1,Apartment
1028,2700,6,2,2,Apartment
1029,2050,8,1,1,Apartment
1030,3650,2,2,2,Apartment
1031,3750,2,2,2,Apartment
1032,2750,19,2,2,Apartment
1033,3300,2,2,2,Apartment
1034,4200,2,2,2,Apartment
1035,4230,2,3,2,Apartment
1036,2500,1,1,1,Apartment
1037,3245,1,2,2,Apartment
1038,3575,1,2,2,Apartment
1039,2000,19,1,1,Apartment
1040,2335,19,2,2,Apartment
1041,2850,19,3,2,Apartment
1042,1900,9,1,1,Apartment
1043,2250,9,2,2,Apartment
1044,3045,9,3,3,Apartment
1045,2000,6,1,1,Apartment
1046,2400,6,2,2,Apartment
1047,3200,6,3,2,Apartment
1048,2450,2,1,1,Apartment
1049,2900,2,2,2,Apartment
1050,3900,2,3,2,Apartment
1051,3150,2,2,2,Apartment
1052,3572,2,2,2,Apartment
1053,4000,2,2,2,Apartment
1054,2050,15,2,2,House
1055,2350,15,3,3,House
1056,2500,15,4,3,House
1057,1750,8,1,1,Apartment
1058,2450,2,1,1,Apartment
1059,1750,18,1,2,Apartment
1060,2150,18,2,2,Apartment
1061,3250,5,3,2,House
1062,2000,6.5,1,1,Apartment
1063,2325,6.5,2,2,Apartment
1064,3000,6.5,3,2,Apartment
1065,1900,18,1,1,Apartment
1066,2450,18,2,2,Apartment
1067,3000,2,2,2,Apartment
1068,6000,2,3,3,Apartment
1069,3200,18,3,2,Apartment
1070,2150,6,1,1,Apartment
1071,2700,6,2,2,Apartment
1072,2050,8,1,1,Apartment
1073,3650,2,2,2,Apartment
1074,3750,2,2,2,Apartment
1075,2750,19,2,2,Apartment
1076,3300,2,2,2,Apartment
1077,4200,2,2,2,Apartment
1078,4230,2,3,2,Apartment
1079,2500,1,1,1,Apartment
1080,3245,1,2,2,Apartment
1081,3575,1,2,2,Apartment
1082,2000,19,1,1,Apartment
1083,2335,19,2,2,Apartment
1084,2850,19,3,2,Apartment
1085,1900,9,1,1,Apartment
1086,2250,9,2,2,Apartment
1087,3045,9,3,3,Apartment
1088,2000,6,1,1,Apartment
1089,2400,6,2,2,Apartment
1090,3200,6,3,2,Apartment
1091,2450,2,1,1,Apartment
1092,2900,2,2,2,Apartment
1093,3900,2,3,2,Apartment
1094,3150,2,2,2,Apartment
1095,3572,2,2,2,Apartment
1096,4000,2,2,2,Apartment
1097,2050,15,2,2,House
1098,2350,15,3,3,House
1099,2500,15,4,3,House
1100,1750,8,1,1,Apartment
1101,2450,2,1,1,Apartment
1102,1750,18,1,2,Apartment
1103,2150,18,2,2,Apartment
1104,3250,5,3,2,House
1105,2000,6.5,1,1,Apartment
1106,2325,6.5,2,2,Apartment
1107,3000,6.5,3,2,Apartment
1108,1900,18,1,1,Apartment
1109,2450,18,2,2,Apartment
1110,3000,2,2,2,Apartment
1111,6000,2,3,3,Apartment
1112,3200,18,3,2,Apartment
1113,2150,6,1,1,Apartment
1114,2700,6,2,2,Apartment
1115,2050,8,1,1,Apartment
1116,3650,2,2,2,Apartment
1117,3750,2,2,2,Apartment
1118,2750,19,2,2,Apartment
1119,3300,2,2,2,Apartment
1120,4200,2,2,2,Apartment
1121,4230,2,3,2,Apartment
1122,2500,1,1,1,Apartment
1123,3245,1,2,2,Apartment
1124,3575,1,2,2,Apartment
1125,2000,19,1,1,Apartment
1126,2335,19,2,2,Apartment
1127,2850,19,3,2,Apartment
1128,1900,9,1,1,Apartment
1129,2250,9,2,2,Apartment
1130,3045,9,3,3,Apartment
1131,2000,6,1,1,Apartment
1132,2400,6,2,2,Apartment
1133,3200,6,3,2,Apartment
1134,3150,2,2,2,Apartment
1135,3572,2,2,2,Apartment
1136,4000,2,2,2,Apartment
1137,2450,2,1,1,Apartment
1138,2900,2,2,2,Apartment
1139,3900,2,3,2,Apartment
1140,2050,15,2,2,House
1141,2350,15,3,3,House
1142,2500,15,4,3,House
1143,1750,8,1,1,Apartment
1144,2450,2,1,1,Apartment
1145,1750,18,1,2,Apartment
1146,2150,18,2,2,Apartment
1147,3250,5,3,2,House
1148,2000,6.5,1,1,Apartment
1149,2325,6.5,2,2,Apartment
1150,3000,6.5,3,2,Apartment
1151,1900,18,1,1,Apartment
1152,2450,18,2,2,Apartment
1153,3000,2,2,2,Apartment
1154,6000,2,3,3,Apartment
1155,3200,18,3,2,Apartment
1156,2150,6,1,1,Apartment
1157,2700,6,2,2,Apartment
1158,2050,8,1,1,Apartment
1159,3650,2,2,2,Apartment
1160,3750,2,2,2,Apartment
1161,2750,19,2,2,Apartment
1162,3300,2,2,2,Apartment
1163,4200,2,2,2,Apartment
1164,4230,2,3,2,Apartment
1165,2500,1,1,1,Apartment
1166,3245,1,2,2,Apartment
1167,3575,1,2,2,Apartment
1168,2000,19,1,1,Apartment
1169,2335,19,2,2,Apartment
1170,2850,19,3,2,Apartment
1171,1900,9,1,1,Apartment
1172,2250,9,2,2,Apartment
1173,3045,9,3,3,Apartment
1174,2000,6,1,1,Apartment
1175,2400,6,2,2,Apartment
1176,3200,6,3,2,Apartment
1177,2450,2,1,1,Apartment
1178,2900,2,2,2,Apartment
1179,3900,2,3,2,Apartment
1180,3150,2,2,2,Apartment
1181,3572,2,2,2,Apartment
1182,4000,2,2,2,Apartment
1183,2050,15,2,2,House
1184,2350,15,3,3,House
1185,2500,15,4,3,House
1186,1750,8,1,1,Apartment
1187,2450,2,1,1,Apartment
1188,1750,18,1,2,Apartment
1189,2150,18,2,2,Apartment
1190,3250,5,3,2,House
1191,2000,6.5,1,1,Apartment
1192,2325,6.5,2,2,Apartment
1193,3000,6.5,3,2,Apartment
1194,1900,18,1,1,Apartment
1195,2450,18,2,2,Apartment
1196,3000,2,2,2,Apartment
1197,6000,2,3,3,Apartment
1198,3200,18,3,2,Apartment
1199,2150,6,1,1,Apartment
1200,2700,6,2,2,Apartment
1201,2050,8,1,1,Apartment
1202,3650,2,2,2,Apartment
1203,3750,2,2,2,Apartment
1204,2750,19,2,2,Apartment
1205,3300,2,2,2,Apartment
1206,4200,2,2,2,Apartment
1207,4230,2,3,2,Apartment
1208,2500,1,1,1,Apartment
1209,3245,1,2,2,Apartment
1210,3575,1,2,2,Apartment
1211,2000,19,1,1,Apartment
1212,2335,19,2,2,Apartment
1213,2850,19,3,2,Apartment
1214,1900,9,1,1,Apartment
1215,2250,9,2,2,Apartment
1216,3045,9,3,3,Apartment
1217,2000,6,1,1,Apartment
1218,2400,6,2,2,Apartment
1219,3200,6,3,2,Apartment
1220,3150,2,2,2,Apartment
1221,3572,2,2,2,Apartment
1222,4000,2,2,2,Apartment
1223,2450,2,1,1,Apartment
1224,2900,2,2,2,Apartment
1225,3900,2,3,2,Apartment
1226,2050,15,2,2,House
1227,2350,15,3,3,House
1228,2500,15,4,3,House
1229,1750,8,1,1,Apartment
1230,2450,2,1,1,Apartment
1231,1750,18,1,2,Apartment
1232,2150,18,2,2,Apartment
1233,3250,5,3,2,House
1234,2000,6.5,1,1,Apartment
1235,2325,6.5,2,2,Apartment
1236,3000,6.5,3,2,Apartment
1237,1900,18,1,1,Apartment
1238,2450,18,2,2,Apartment
1239,3000,2,2,2,Apartment
1240,6000,2,3,3,Apartment
1241,3200,18,3,2,Apartment
1242,2150,6,1,1,Apartment
1243,2700,6,2,2,Apartment
1244,2050,8,1,1,Apartment
1245,3650,2,2,2,Apartment
1246,3750,2,2,2,Apartment
1247,2750,19,2,2,Apartment
1248,3300,2,2,2,Apartment
1249,4200,2,2,2,Apartment
1250,4230,2,3,2,Apartment
1251,2500,1,1,1,Apartment
1252,3245,1,2,2,Apartment
1253,3575,1,2,2,Apartment
1254,2000,19,1,1,Apartment
1255,2335,19,2,2,Apartment
1256,2850,19,3,2,Apartment
1257,1900,9,1,1,Apartment
1258,2250,9,2,2,Apartment
1259,3045,9,3,3,Apartment
1260,2000,6,1,1,Apartment
1261,2400,6,2,2,Apartment
1262,3200,6,3,2,Apartment
1263,3150,2,2,2,Apartment
1264,3572,2,2,2,Apartment
1265,4000,2,2,2,Apartment
1266,2450,2,1,1,Apartment
1267,2900,2,2,2,Apartment
1268,3900,2,3,2,Apartment
1269,2050,15,2,2,House
1270,2350,15,3,3,House
1271,2500,15,4,3,House
1272,1750,8,1,1,Apartment
1273,2450,2,1,1,Apartment
1274,1750,18,1,2,Apartment
1275,2150,18,2,2,Apartment
1276,3250,5,3,2,House
1277,2000,6.5,1,1,Apartment
1278,2325,6.5,2,2,Apartment
1279,3000,6.5,3,2,Apartment
1280,1900,18,1,1,Apartment
1281,2450,18,2,2,Apartment
1282,3000,2,2,2,Apartment
1283,6000,2,3,3,Apartment
1284,3200,18,3,2,Apartment
1285,2150,6,1,1,Apartment
1286,2700,6,2,2,Apartment
1287,2050,8,1,1,Apartment
1288,3650,2,2,2,Apartment
1289,3750,2,2,2,Apartment
1290,2750,19,2,2,Apartment
1291,3300,2,2,2,Apartment
1292,4200,2,2,2,Apartment
1293,4230,2,3,2,Apartment
1294,2500,1,1,1,Apartment
1295,3245,1,2,2,Apartment
1296,3575,1,2,2,Apartment
1297,2000,19,1,1,Apartment
1298,2335,19,2,2,Apartment
1299,2850,19,3,2,Apartment
1300,1900,9,1,1,Apartment
1301,2250,9,2,2,Apartment
1302,3045,9,3,3,Apartment
1303,2000,6,1,1,Apartment
1304,2400,6,2,2,Apartment
1305,3200,6,3,2,Apartment
1306,3150,2,2,2,Apartment
1307,3572,2,2,2,Apartment
1308,4000,2,2,2,Apartment
1309,2450,2,1,1,Apartment
1310,2900,2,2,2,Apartment
1311,3900,2,3,2,Apartment
1312,2050,15,2,2,House
1313,2350,15,3,3,House
1314,2500,15,4,3,House
1315,1750,8,1,1,Apartment
1316,2450,2,1,1,Apartment
1317,1750,18,1,2,Apartment
1318,2150,18,2,2,Apartment
1319,3250,5,3,2,House
1320,2000,6.5,1,1,Apartment
1321,2325,6.5,2,2,Apartment
1322,3000,6.5,3,2,Apartment
1323,1900,18,1,1,Apartment
1324,2450,18,2,2,Apartment
1325,3000,2,2,2,Apartment
1326,6000,2,3,3,Apartment
1327,3200,18,3,2,Apartment
1328,2150,6,1,1,Apartment
1329,2700,6,2,2,Apartment
1330,2050,8,1,1,Apartment
1331,3650,2,2,2,Apartment
1332,3750,2,2,2,Apartment
1333,2750,19,2,2,Apartment
1334,3300,2,2,2,Apartment
1335,4200,2,2,2,Apartment
1336,4230,2,3,2,Apartment
1337,2500,1,1,1,Apartment
1338,3245,1,2,2,Apartment
1339,3575,1,2,2,Apartment
1340,2000,19,1,1,Apartment
1341,2335,19,2,2,Apartment
1342,2850,19,3,2,Apartment
1343,1900,9,1,1,Apartment
1344,2250,9,2,2,Apartment
1345,3045,9,3,3,Apartment
1346,2000,6,1,1,Apartment
1347,2400,6,2,2,Apartment
1348,3200,6,3,2,Apartment
1349,2450,2,1,1,Apartment
1350,2900,2,2,2,Apartment
1351,3900,2,3,2,Apartment
1352,3150,2,2,2,Apartment
1353,3572,2,2,2,Apartment
1354,4000,2,2,2,Apartment
1355,2050,15,2,2,House
1356,2350,15,3,3,House
1357,2500,15,4,3,House
1358,1750,8,1,1,Apartment
1359,2450,2,1,1,Apartment
1360,1750,18,1,2,Apartment
1361,2150,18,2,2,Apartment
1362,3250,5,3,2,House
1363,2000,6.5,1,1,Apartment
1364,2325,6.5,2,2,Apartment
1365,3000,6.5,3,2,Apartment
1366,1900,18,1,1,Apartment
1367,2450,18,2,2,Apartment
1368,3000,2,2,2,Apartment
1369,6000,2,3,3,Apartment
1370,3200,18,3,2,Apartment
1371,2150,6,1,1,Apartment
1372,2700,6,2,2,Apartment
1373,2050,8,1,1,Apartment
1374,3650,2,2,2,Apartment
1375,3750,2,2,2,Apartment
1376,2750,19,2,2,Apartment
1377,3300,2,2,2,Apartment
1378,4200,2,2,2,Apartment
1379,4230,2,3,2,Apartment
1380,2500,1,1,1,Apartment
1381,3245,1,2,2,Apartment
1382,3575,1,2,2,Apartment
1383,2000,19,1,1,Apartment
1384,2335,19,2,2,Apartment
1385,2850,19,3,2,Apartment
1386,1900,9,1,1,Apartment
1387,2250,9,2,2,Apartment
1388,3045,9,3,3,Apartment
1389,2000,6,1,1,Apartment
1390,2400,6,2,2,Apartment
1391,3200,6,3,2,Apartment
1392,2450,2,1,1,Apartment
1393,2900,2,2,2,Apartment
1394,3900,2,3,2,Apartment
1395,3150,2,2,2,Apartment
1396,3572,2,2,2,Apartment
1397,4000,2,2,2,Apartment
1398,2050,15,2,2,House
1399,2350,15,3,3,House
1400,2500,15,4,3,House
1401,1750,8,1,1,Apartment
1402,2450,2,1,1,Apartment
1403,1750,18,1,2,Apartment
1404,2150,18,2,2,Apartment
1405,3250,5,3,2,House
1406,2000,6.5,1,1,Apartment
1407,2325,6.5,2,2,Apartment
1408,3000,6.5,3,2,Apartment
1409,1900,18,1,1,Apartment
1410,2450,18,2,2,Apartment
1411,3000,2,2,2,Apartment
1412,6000,2,3,3,Apartment
1413,3200,18,3,2,Apartment
1414,2150,6,1,1,Apartment
1415,2700,6,2,2,Apartment
1416,2050,8,1,1,Apartment
1417,3650,2,2,2,Apartment
1418,3750,2,2,2,Apartment
1419,2750,19,2,2,Apartment
1420,3300,2,2,2,Apartment
1421,4200,2,2,2,Apartment
1422,4230,2,3,2,Apartment
1423,2500,1,1,1,Apartment
1424,3245,1,2,2,Apartment
1425,3575,1,2,2,Apartment
1426,2000,19,1,1,Apartment
1427,2335,19,2,2,Apartment
1428,2850,19,3,2,Apartment
1429,1900,9,1,1,Apartment
1430,2250,9,2,2,Apartment
1431,3045,9,3,3,Apartment
1432,2000,6,1,1,Apartment
1433,2400,6,2,2,Apartment
1434,3200,6,3,2,Apartment
1435,2450,2,1,1,Apartment
1436,2900,2,2,2,Apartment
1437,3900,2,3,2,Apartment
1438,3150,2,2,2,Apartment
1439,3572,2,2,2,Apartment
1440,4000,2,2,2,Apartment
1441,2050,15,2,2,House
1442,2350,15,3,3,House
1443,2500,15,4,3,House
1444,1750,8,1,1,Apartment
1445,2450,2,1,1,Apartment
1446,1750,18,1,2,Apartment
1447,2150,18,2,2,Apartment
1448,3250,5,3,2,House
1449,2000,6.5,1,1,Apartment
1450,2325,6.5,2,2,Apartment
1451,3000,6.5,3,2,Apartment
1452,1900,18,1,1,Apartment
1453,2450,18,2,2,Apartment
1454,3000,2,2,2,Apartment
1455,6000,2,3,3,Apartment
1456,3200,18,3,2,Apartment
1457,2150,6,1,1,Apartment
1458,2700,6,2,2,Apartment
1459,2050,8,1,1,Apartment
1460,3650,2,2,2,Apartment
1461,3750,2,2,2,Apartment
1462,2750,19,2,2,Apartment
1463,3300,2,2,2,Apartment
1464,4200,2,2,2,Apartment
1465,4230,2,3,2,Apartment
1466,2500,1,1,1,Apartment
1467,3245,1,2,2,Apartment
1468,3575,1,2,2,Apartment
1469,2000,19,1,1,Apartment
1470,2335,19,2,2,Apartment
1471,2850,19,3,2,Apartment
1472,1900,9,1,1,Apartment
1473,2250,9,2,2,Apartment
1474,3045,9,3,3,Apartment
1475,2000,6,1,1,Apartment
1476,2400,6,2,2,Apartment
1477,3200,6,3,2,Apartment
1478,2450,2,1,1,Apartment
1479,2900,2,2,2,Apartment
1480,3900,2,3,2,Apartment
1481,3150,2,2,2,Apartment
1482,3572,2,2,2,Apartment
1483,4000,2,2,2,Apartment
1484,2050,15,2,2,House
1485,2350,15,3,3,House
1486,2500,15,4,3,House
1487,1750,8,1,1,Apartment
1488,2450,2,1,1,Apartment
1489,1750,18,1,2,Apartment
1490,2150,18,2,2,Apartment
1491,3250,5,3,2,House
1492,2000,6.5,1,1,Apartment
1493,2325,6.5,2,2,Apartment
1494,3000,6.5,3,2,Apartment
1495,1900,18,1,1,Apartment
1496,2450,18,2,2,Apartment
1497,3000,2,2,2,Apartment
1498,6000,2,3,3,Apartment
1499,3200,18,3,2,Apartment
1500,2150,6,1,1,Apartment
1501,2700,6,2,2,Apartment
1502,2050,8,1,1,Apartment
1503,3650,2,2,2,Apartment
1504,3750,2,2,2,Apartment
1505,2750,19,2,2,Apartment
1506,3300,2,2,2,Apartment
1507,4200,2,2,2,Apartment
1508,4230,2,3,2,Apartment
1509,2500,1,1,1,Apartment
1510,3245,1,2,2,Apartment
1511,3575,1,2,2,Apartment
1512,2000,19,1,1,Apartment
1513,2335,19,2,2,Apartment
1514,2850,19,3,2,Apartment
1515,1900,9,1,1,Apartment
1516,2250,9,2,2,Apartment
1517,3045,9,3,3,Apartment
1518,2000,6,1,1,Apartment
1519,2400,6,2,2,Apartment
1520,3200,6,3,2,Apartment
1521,3150,2,2,2,Apartment
1522,3572,2,2,2,Apartment
1523,4000,2,2,2,Apartment
1524,2450,2,1,1,Apartment
1525,2900,2,2,2,Apartment
1526,3900,2,3,2,Apartment
1527,2050,15,2,2,House
1528,2350,15,3,3,House
1529,2500,15,4,3,House
1530,1750,8,1,1,Apartment
1531,2450,2,1,1,Apartment
1532,1750,18,1,2,Apartment
1533,2150,18,2,2,Apartment
1534,3250,5,3,2,House
1535,2000,6.5,1,1,Apartment
1536,2325,6.5,2,2,Apartment
1537,3000,6.5,3,2,Apartment
1538,1900,18,1,1,Apartment
1539,2450,18,2,2,Apartment
1540,3000,2,2,2,Apartment
1541,6000,2,3,3,Apartment
1542,3200,18,3,2,Apartment
1543,2150,6,1,1,Apartment
1544,2700,6,2,2,Apartment
1545,2050,8,1,1,Apartment
1546,3650,2,2,2,Apartment
1547,3750,2,2,2,Apartment
1548,2750,19,2,2,Apartment
1549,3300,2,2,2,Apartment
1550,4200,2,2,2,Apartment
1551,4230,2,3,2,Apartment
1552,2500,1,1,1,Apartment
1553,3245,1,2,2,Apartment
1554,3575,1,2,2,Apartment
1555,2000,19,1,1,Apartment
1556,2335,19,2,2,Apartment
1557,2850,19,3,2,Apartment
1558,1900,9,1,1,Apartment
1559,2250,9,2,2,Apartment
1560,3045,9,3,3,Apartment
1561,2000,6,1,1,Apartment
1562,2400,6,2,2,Apartment
1563,3200,6,3,2,Apartment
1564,2450,2,1,1,Apartment
1565,2900,2,2,2,Apartment
1566,3900,2,3,2,Apartment
1567,3150,2,2,2,Apartment
1568,3572,2,2,2,Apartment
1569,4000,2,2,2,Apartment
1570,2050,15,2,2,House
1571,2350,15,3,3,House
1572,2500,15,4,3,House
1573,1750,8,1,1,Apartment
1574,2450,2,1,1,Apartment
1575,1750,18,1,2,Apartment
1576,2150,18,2,2,Apartment
1577,3250,5,3,2,House
1578,2000,6.5,1,1,Apartment
1579,2325,6.5,2,2,Apartment
1580,3000,6.5,3,2,Apartment
1581,1900,18,1,1,Apartment
1582,2450,18,2,2,Apartment
1583,3000,2,2,2,Apartment
1584,6000,2,3,3,Apartment
1585,3200,18,3,2,Apartment
1586,2150,6,1,1,Apartment
1587,2700,6,2,2,Apartment
1588,2050,8,1,1,Apartment
1589,3650,2,2,2,Apartment
1590,3750,2,2,2,Apartment
1591,2750,19,2,2,Apartment
1592,3300,2,2,2,Apartment
1593,4200,2,2,2,Apartment
1594,4230,2,3,2,Apartment
1595,2500,1,1,1,Apartment
1596,3245,1,2,2,Apartment
1597,3575,1,2,2,Apartment
1598,2000,19,1,1,Apartment
1599,2335,19,2,2,Apartment
1600,2850,19,3,2,Apartment
1601,1900,9,1,1,Apartment
1602,2250,9,2,2,Apartment
1603,3045,9,3,3,Apartment
1604,2000,6,1,1,Apartment
1605,2400,6,2,2,Apartment
1606,3200,6,3,2,Apartment
1607,2450,2,1,1,Apartment
1608,2900,2,2,2,Apartment
1609,3900,2,3,2,Apartment
1610,3150,2,2,2,Apartment
1611,3572,2,2,2,Apartment
1612,4000,2,2,2,Apartment
1613,2050,15,2,2,House
1614,2350,15,3,3,House
1615,2500,15,4,3,House
1616,1750,8,1,1,Apartment
1617,2450,2,1,1,Apartment
1618,1750,18,1,2,Apartment
1619,2150,18,2,2,Apartment
1620,3250,5,3,2,House
1621,2000,6.5,1,1,Apartment
1622,2325,6.5,2,2,Apartment
1623,3000,6.5,3,2,Apartment
1624,1900,18,1,1,Apartment
1625,2450,18,2,2,Apartment
1626,3000,2,2,2,Apartment
1627,6000,2,3,3,Apartment
1628,3200,18,3,2,Apartment
1629,2150,6,1,1,Apartment
1630,2700,6,2,2,Apartment
1631,2050,8,1,1,Apartment
1632,3650,2,2,2,Apartment
1633,3750,2,2,2,Apartment
1634,2750,19,2,2,Apartment
1635,3300,2,2,2,Apartment
1636,4200,2,2,2,Apartment
1637,4230,2,3,2,Apartment
1638,2500,1,1,1,Apartment
1639,3245,1,2,2,Apartment
1640,3575,1,2,2,Apartment
1641,2000,19,1,1,Apartment
1642,2335,19,2,2,Apartment
1643,2850,19,3,2,Apartment
1644,1900,9,1,1,Apartment
1645,2250,9,2,2,Apartment
1646,3045,9,3,3,Apartment
1647,2000,6,1,1,Apartment
1648,2400,6,2,2,Apartment
1649,3200,6,3,2,Apartment
1650,3150,2,2,2,Apartment
1651,3572,2,2,2,Apartment
1652,4000,2,2,2,Apartment
1653,2450,2,1,1,Apartment
1654,2900,2,2,2,Apartment
1655,3900,2,3,2,Apartment
1656,2050,15,2,2,House
1657,2350,15,3,3,House
1658,2500,15,4,3,House
1659,1750,8,1,1,Apartment
1660,2450,2,1,1,Apartment
1661,1750,18,1,2,Apartment
1662,2150,18,2,2,Apartment
1663,3250,5,3,2,House
1664,2000,6.5,1,1,Apartment
1665,2325,6.5,2,2,Apartment
1666,3000,6.5,3,2,Apartment
1667,1900,18,1,1,Apartment
1668,2450,18,2,2,Apartment
1669,3000,2,2,2,Apartment
1670,6000,2,3,3,Apartment
1671,3200,18,3,2,Apartment
1672,2150,6,1,1,Apartment
1673,2700,6,2,2,Apartment
1674,2050,8,1,1,Apartment
1675,3650,2,2,2,Apartment
1676,3750,2,2,2,Apartment
1677,2750,19,2,2,Apartment
1678,3300,2,2,2,Apartment
1679,4200,2,2,2,Apartment
1680,4230,2,3,2,Apartment
1681,2500,1,1,1,Apartment
1682,3245,1,2,2,Apartment
1683,3575,1,2,2,Apartment
1684,2000,19,1,1,Apartment
1685,2335,19,2,2,Apartment
1686,2850,19,3,2,Apartment
1687,1900,9,1,1,Apartment
1688,2250,9,2,2,Apartment
1689,3045,9,3,3,Apartment
1690,2000,6,1,1,Apartment
1691,2400,6,2,2,Apartment
1692,3200,6,3,2,Apartment
1693,3150,2,2,2,Apartment
1694,3572,2,2,2,Apartment
1695,4000,2,2,2,Apartment
1696,2450,2,1,1,Apartment
1697,2900,2,2,2,Apartment
1698,3900,2,3,2,Apartment
1699,2050,15,2,2,House
1700,2350,15,3,3,House
1701,2500,15,4,3,House
1702,1750,8,1,1,Apartment
1703,2450,2,1,1,Apartment
1704,1750,18,1,2,Apartment
1705,2150,18,2,2,Apartment
1706,3250,5,3,2,House
1707,2000,6.5,1,1,Apartment
1708,2325,6.5,2,2,Apartment
1709,3000,6.5,3,2,Apartment
1710,1900,18,1,1,Apartment
1711,2450,18,2,2,Apartment
1712,3000,2,2,2,Apartment
1713,6000,2,3,3,Apartment
