address,id,price,bed,bath,type
8.0,935.5,1900.0,1.0,1.0,1.0
18.0,934.8,2290.0,1.8,1.8,1.0
15.0,926.0,2300.0,3.0,2.6666666666666665,2.0
9.0,908.0,2398.3333333333335,2.0,2.0,1.0
6.5,934.0,2441.6666666666665,2.0,1.6666666666666667,1.0
19.0,915.25,2483.75,2.0,1.75,1.0
6.0,926.8,2490.0,1.8,1.6,1.0
1.0,914.0,3106.6666666666665,1.6666666666666667,1.6666666666666667,1.0
5.0,932.0,3250.0,3.0,2.0,2.0
2.0,925.5,3610.8571428571427,2.0714285714285716,1.9285714285714286,1.0
